,0
NI^B - NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock,NI^B
NIC - Nicolet Bankshares Inc. Common Stock,NIC
NICE - NICE Ltd American Depositary Shares,NICE
NICK - Nicholas Financial Inc. Common Stock,NICK
NIE - Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,NIE
NIM - Nuveen Select Maturities Municipal Fund Common Stock,NIM
NIMC - NiSource Inc Series A Corporate Units,NIMC
NINE - Nine Energy Service Inc. Common Stock,NINE
NIO - NIO Inc. American depositary shares each  representing one Class A ordinary share,NIO
NIOBW - NioCorp Developments Ltd. Warrant,NIOBW
NIQ - Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest,NIQ
NIR - Near Intelligence Inc. Common Stock,NIR
NIRWW - Near Intelligence Inc. Warrant,NIRWW
NISN - NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,NISN
NIU - Niu Technologies American Depositary Shares,NIU
NJR - NewJersey Resources Corporation Common Stock,NJR
NKE - Nike Inc. Common Stock,NKE
NKLA - Nikola Corporation Common Stock,NKLA
NKSH - National Bankshares Inc. Common Stock,NKSH
NKTR - Nektar Therapeutics  Common Stock,NKTR
NKTX - Nkarta Inc. Common Stock,NKTX
NKX - Nuveen California AMT-Free Quality Municipal Income Fund,NKX
NL - NL Industries Inc. Common Stock,NL
NLS - Nautilus Inc. Common Stock,NLS
NLSP - NLS Pharmaceutics Ltd. Ordinary Shares,NLSP
NLSPW - NLS Pharmaceutics Ltd. Warrant,NLSPW
NLTX - Neoleukin Therapeutics Inc. Common Stock,NLTX
NLY - Annaly Capital Management Inc. Common Stock,NLY
NLY^F - Annaly Capital Management Inc 6.95% Series F,NLY^F
NLY^G - Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NLY^G
NLY^I - Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NLY^I
NM - Navios Maritime Holdings Inc. Common Stock,NM
NM^G - Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands),NM^G
NM^H - Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%,NM^H
NMAI - Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,NMAI
NMCO - Nuveen Municipal Credit Opportunities Fund Common Shares,NMCO
NMFC - New Mountain Finance Corporation Common Stock,NMFC
NMG - Nouveau Monde Graphite Inc. Common Shares,NMG
NMI - Nuveen Municipal Income Fund Inc. Common Stock,NMI
NMIH - NMI Holdings Inc. Class A Common Stock,NMIH
NMK^B - Niagara Mohawk Holdings Inc. Preferred Stock,NMK^B
NMK^C - Niagara Mohawk Holdings Inc. Preferred Stock,NMK^C
NML - Neuberger Berman Energy Infrastructure and Income Fund Inc. Common Stock,NML
NMM - Navios Maritime Partners LP Common Units Representing Limited Partner Interests,NMM
NMR - Nomura Holdings Inc ADR American Depositary Shares,NMR
NMRD - Nemaura Medical Inc. Common Stock,NMRD
NMRK - Newmark Group Inc. Class A Common Stock,NMRK
NMS - Nuveen Minnesota Quality Municipal Income Fund ,NMS
NMT - Nuveen Massachusetts Quality Municipal Income Fund Common Stock,NMT
NMTC - NeuroOne Medical Technologies Corporation Common Stock,NMTC
NMTR - 9 Meters Biopharma Inc. Common Stock,NMTR
NMZ - Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,NMZ
NN - NextNav Inc. Common Stock,NN
NNAVW - NextNav Inc. Warrant,NNAVW
NNBR - NN Inc. Common Stock,NNBR
NNDM - Nano Dimension Ltd. American Depositary Shares,NNDM
NNI - Nelnet Inc. Common Stock,NNI
NNN - NNN REIT Inc. Common Stock,NNN
NNOX - NANO-X IMAGING LTD Ordinary Shares,NNOX
NNVC - NanoViricides Inc. Common Stock,NNVC
NNY - Nuveen New York Municipal Value Fund Common Stock,NNY
NOA - North American Construction Group Ltd. Common Shares (no par),NOA
NOAH - Noah Holdings Limited,NOAH
NOC - Northrop Grumman Corporation Common Stock,NOC
NODK - NI Holdings Inc. Common Stock,NODK
NOG - Northern Oil and Gas Inc. Common Stock,NOG
NOGN - Nogin Inc. Common Stock,NOGN
NOGNW - Nogin Inc. Warrant ,NOGNW
NOK - Nokia Corporation Sponsored American Depositary Shares,NOK
NOM - Nuveen Missouri Quality Municipal Income Fund ,NOM
NOMD - Nomad Foods Limited Ordinary Shares,NOMD
NOTE - FiscalNote Holdings Inc. Class A common stock,NOTE
NOTV - Inotiv Inc. Common Stock,NOTV
NOV - NOV Inc. Common Stock,NOV
NOVA - Sunnova Energy International Inc. Common Stock,NOVA
NOVN - Novan Inc. Common Stock,NOVN
NOVT - Novanta Inc. Common Stock,NOVT
NOVVR - Nova Vision Acquisition Corp. Rights,NOVVR
NOVVW - Nova Vision Acquisition Corp. Warrant,NOVVW
NOW - ServiceNow Inc. Common Stock,NOW
NPAB - New Providence Acquisition Corp. II Class A Common Stock,NPAB
NPABW - New Providence Acquisition Corp. II Warrant,NPABW
NPCE - Neuropace Inc. Common Stock,NPCE
NPCT - Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,NPCT
NPFD - Nuveen Variable Rate Preferred & Income Fund Common Shares,NPFD
NPK - National Presto Industries Inc. Common Stock,NPK
NPO - EnPro Industries Inc,NPO
NPV - Nuveen Virginia Quality Municipal Income Fund Common Stock,NPV
NPWR - NET Power Inc. Class A Common Stock,NPWR
NQP - Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,NQP
NR - Newpark Resources Inc. Common Stock,NR
NRAC - Northern Revival Acquisition Corporation Class A Ordinary Share,NRAC
NRACW - Northern Revival Acquisition Corporation Warrant,NRACW
NRBO - NeuroBo Pharmaceuticals Inc. Common Stock,NRBO
NRC - National Research Corporation Common Stock (Delaware),NRC
NRDS - NerdWallet Inc. Class A Common Stock,NRDS
NRDY - Nerdy Inc. Class A Common Stock,NRDY
NREF - NexPoint Real Estate Finance Inc. Common Stock,NREF
NREF^A - NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock,NREF^A
NRG - NRG Energy Inc. Common Stock,NRG
NRGV - Energy Vault Holdings Inc. Common Stock,NRGV
NRGX - PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest,NRGX
NRIM - Northrim BanCorp Inc Common Stock,NRIM
NRIX - Nurix Therapeutics Inc. Common stock,NRIX
NRK - Nuveen New York AMT-Free Quality Municipal Income Fund ,NRK
NRO - Neuberger Berman Real Estate Securities Income Fund Inc. Neuberger Berman Real Estate Securities Income Fund Inc.,NRO
NRP - Natural Resource Partners LP Limited Partnership,NRP
NRSN - NeuroSense Therapeutics Ltd. Ordinary Shares,NRSN
NRSNW - NeuroSense Therapeutics Ltd. Warrant,NRSNW
NRT - North European Oil Royality Trust Common Stock,NRT
NRUC - National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),NRUC
NRXP - NRX Pharmaceuticals Inc. Common Stock,NRXP
NRXPW - NRX Pharmaceuticals Inc. Warrant,NRXPW
NS - Nustar Energy L.P.  Common Units,NS
NS^A - Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,NS^A
NS^B - Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,NS^B
NS^C - Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,NS^C
NSA - National Storage Affiliates Trust Common Shares of Beneficial Interest,NSA
NSA^A - National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share),NSA^A
NSC - Norfolk Southern Corporation Common Stock,NSC
NSIT - Insight Enterprises Inc. Common Stock,NSIT
NSL - Nuveen Senior Income Fund Common Stock,NSL
NSP - Insperity Inc. Common Stock,NSP
NSPR - InspireMD Inc. Common Stock,NSPR
NSS - NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043,NSS
NSSC - NAPCO Security Technologies Inc. Common Stock,NSSC
NSTB - Northern Star Investment Corp. II Class A Common stock,NSTB
NSTC - Northern Star Investment Corp. III Class A Common Stock,NSTC
NSTD - Northern Star Investment Corp. IV Class A Common Stock,NSTD
NSTG - NanoString Technologies Inc. Common Stock,NSTG
NSTS - NSTS Bancorp Inc. Common Stock,NSTS
NSYS - Nortech Systems Incorporated Common Stock,NSYS
NTAP - NetApp Inc. Common Stock,NTAP
NTB - Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,NTB
NTCO - Natura &Co Holding S.A. American Depositary Shares ,NTCO
NTCT - NetScout Systems Inc. Common Stock,NTCT
NTES - NetEase Inc. American Depositary Shares,NTES
NTG - Tortoise Midstream Energy Fund Inc. Common Stock,NTG
NTGR - NETGEAR Inc. Common Stock,NTGR
NTIC - Northern Technologies International Corporation Common Stock,NTIC
NTIP - Network-1 Technologies Inc. Common Stock,NTIP
NTLA - Intellia Therapeutics Inc. Common Stock,NTLA
NTNX - Nutanix Inc. Class A Common Stock,NTNX
NTR - Nutrien Ltd. Common Shares,NTR
NTRA - Natera Inc. Common Stock,NTRA
NTRB - Nutriband Inc. Common Stock,NTRB
NTRBW - Nutriband Inc. Warrant,NTRBW
NTRS - Northern Trust Corporation Common Stock,NTRS
NTRSO - Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,NTRSO
NTST - NetSTREIT Corp. Common Stock,NTST
NTWK - NetSol Technologies Inc. Common  Stock,NTWK
NTZ - Natuzzi S.p.A.,NTZ
NU - Nu Holdings Ltd. Class A Ordinary Shares,NU
NUBI - Nubia Brand International Corp. Class A Common Stock,NUBI
NUBIW - Nubia Brand International Corp. Warrant,NUBIW
NUE - Nucor Corporation Common Stock,NUE
NURO - NeuroMetrix Inc. Common Stock,NURO
NUS - Nu Skin Enterprises Inc. Common Stock,NUS
NUTX - Nutex Health Inc. Common Stock,NUTX
NUV - Nuveen Municipal Value Fund Inc. Common Stock,NUV
NUVA - NuVasive Inc. Common Stock,NUVA
NUVB - Nuvation Bio Inc. Class A Common Stock,NUVB
NUVL - Nuvalent Inc. Class A Common Stock,NUVL
NUW - Nuveen AMT-Free Municipal Value Fund,NUW
NUWE - Nuwellis Inc. Common Stock,NUWE
NUZE - NuZee Inc. Common Stock,NUZE
NVAC - NorthView Acquisition Corporation Common Stock,NVAC
NVACR - NorthView Acquisition Corporation Rights,NVACR
NVACW - NorthView Acquisition Corporation Warrant,NVACW
NVAX - Novavax Inc. Common Stock,NVAX
NVCR - NovoCure Limited Ordinary Shares,NVCR
NVCT - Nuvectis Pharma Inc. Common Stock,NVCT
NVDA - NVIDIA Corporation Common Stock,NVDA
NVEC - NVE Corporation Common Stock,NVEC
NVEE - NV5 Global Inc. Common Stock,NVEE
NVEI - Nuvei Corporation Subordinate Voting Shares,NVEI
NVFY - Nova Lifestyle Inc. Common Stock,NVFY
NVG - Nuveen AMT-Free Municipal Credit Income Fund ,NVG
NVGS - Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),NVGS
NVIV - InVivo Therapeutics Holdings Corp Common Stock,NVIV
NVMI - Nova Ltd. Ordinary Shares,NVMI
NVNO - enVVeno Medical Corporation Common Stock,NVNO
NVO - Novo Nordisk A/S Common Stock,NVO
NVOS - Novo Integrated Sciences Inc. Common Stock,NVOS
NVR - NVR Inc. Common Stock,NVR
NVRI - Enviri Corporation Common Stock,NVRI
NVRO - Nevro Corp. Common Stock,NVRO
NVS - Novartis AG Common Stock,NVS
NVST - Envista Holdings Corporation Common Stock,NVST
NVT - nVent Electric plc Ordinary Shares ,NVT
NVTA - Invitae Corporation Common Stock,NVTA
NVTS - Navitas Semiconductor Corporation Common Stock,NVTS
NVVE - Nuvve Holding Corp. Common Stock,NVVE
NVVEW - Nuvve Holding Corp. Warrant,NVVEW
NVX - NOVONIX Limited American Depository Shares,NVX
NWBI - Northwest Bancshares Inc. Common Stock,NWBI
NWE - NorthWestern Corporation Common Stock,NWE
NWFL - Norwood Financial Corp. Common Stock,NWFL
NWG - NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),NWG
NWL - Newell Brands Inc. Common Stock,NWL
NWLI - National Western Life Group Inc. Class A Common Stock,NWLI
NWN - Northwest Natural Holding Company Common Stock,NWN
NWPX - Northwest Pipe Company Common Stock,NWPX
NWS - News Corporation Class B Common Stock,NWS
NWSA - News Corporation Class A Common Stock,NWSA
NWTN - NWTN Inc. Class B Ordinary Shares,NWTN
NWTNW - NWTN Inc. Warrant,NWTNW
NX - Quanex Building Products Corporation Common Stock,NX
NXC - Nuveen California Select Tax-Free Income Portfolio Common Stock,NXC
NXDT - NexPoint Diversified Real Estate Trust Common Stock,NXDT
NXDT^A - NexPoint Diversified Real Estate Trust 5.50% Series A Cumulative Preferred Shares ($25.00 liquidation preference per share),NXDT^A
NXE - Nexgen Energy Ltd. Common Shares,NXE
NXG - NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,NXG
NXGL - NexGel Inc Common Stock,NXGL
NXGLW - NexGel Inc Warrant,NXGLW
NXGN - NextGen Healthcare Inc. Common Stock,NXGN
NXJ - Nuveen New Jersey Qualified Municipal Fund ,NXJ
NXL - Nexalin Technology Inc. Common Stock,NXL
NXLIW - Nexalin Technology Inc. Warrant,NXLIW
NXN - Nuveen New York Select Tax-Free Income Portfolio Common Stock,NXN
NXP - Nuveen Select Tax Free Income Portfolio Common Stock,NXP
NXPI - NXP Semiconductors N.V. Common Stock,NXPI
NXPL - NextPlat Corp Common Stock,NXPL
NXPLW - NextPlat Corp Warrants,NXPLW
NXRT - NexPoint Residential Trust Inc. Common Stock,NXRT
NXST - Nexstar Media Group Inc. Common Stock,NXST
NXT - Nextracker Inc. Class A Common Stock,NXT
NXTC - NextCure Inc. Common Stock,NXTC
NXTP - NextPlay Technologies Inc. Common Stock,NXTP
NXU - Nxu Inc. Class A Common Stock,NXU
NYAX - Nayax Ltd. Ordinary Shares,NYAX
NYC - American Strategic Investment Co. Class A Common Stock,NYC
NYCB - New York Community Bancorp Inc. Common Stock,NYCB
NYCB^A - New York Community Bancorp Inc. Depositary shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock,NYCB^A
NYCB^U - New York Community Bancorp Inc. New York Community Capital Tr V (BONUSES),NYCB^U
NYMT - New York Mortgage Trust Inc. Common Stock,NYMT
NYMTL - New York Mortgage Trust Inc. 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,NYMTL
NYMTM - New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYMTM
NYMTN - New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYMTN
NYMTZ - New York Mortgage Trust Inc. 7.000% Series G Cumulative Redeemable Preferred Stock $0.01 par value per share,NYMTZ
NYMX - Nymox Pharmaceutical Corporation Common Stock (Bahamas),NYMX
NYT - New York Times Company (The) Common Stock,NYT
NYXH - Nyxoah SA Ordinary Shares,NYXH
NZF - Nuveen Municipal Credit Income Fund ,NZF
O - Realty Income Corporation Common Stock,O
OABI - OmniAb Inc. Common Stock,OABI
OABIW - OmniAb Inc. Warrant,OABIW
OAK^A - Oaktree Capital Group LLC 6.625% Series A Preferred units,OAK^A
OAK^B - Oaktree Capital Group LLC 6.550% Series B Preferred Units,OAK^B
OAKU - Oak Woods Acquisition Corporation Class A Ordinary Shares,OAKU
OAKUU - Oak Woods Acquisition Corporation Unit,OAKUU
OB - Outbrain Inc. Common Stock,OB
OBE - Obsidian Energy Ltd. Common Shares,OBE
OBIO - Orchestra BioMed Holdings Inc. Ordinary Shares,OBIO
OBK - Origin Bancorp Inc. Common Stock,OBK
OBLG - Oblong Inc. Common Stock,OBLG
OBT - Orange County Bancorp Inc. Common Stock,OBT
OC - Owens Corning Inc Common Stock New,OC
OCAX - OCA Acquisition Corp. Class A Common Stock,OCAX
OCAXU - OCA Acquisition Corp. Unit,OCAXU
OCAXW - OCA Acquisition Corp. Warrant,OCAXW
OCC - Optical Cable Corporation Common Stock,OCC
OCCI - OFS Credit Company Inc. Common Stock,OCCI
OCCIN - OFS Credit Company Inc. 5.25% Series E Term Preferred Stock Due 2026,OCCIN
OCCIO - OFS Credit Company Inc. 6.125% Series C Term Preferred Stock,OCCIO
OCEA - Ocean Biomedical Inc. Common Stock,OCEA
OCEAW - Ocean Biomediacal Inc. Warrants,OCEAW
OCFC - OceanFirst Financial Corp. Common Stock,OCFC
OCFCP - OceanFirst Financial Corp. Depositary Shares,OCFCP
OCFT - OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing thirty ordinary shares,OCFT
OCG - Oriental Culture Holding LTD Ordinary Shares,OCG
OCGN - Ocugen Inc. Common Stock,OCGN
OCN - Ocwen Financial Corporation NEW Common Stock,OCN
OCS - Oculis Holding AG Ordinary shares,OCS
OCSAW - Oculis Holding AG Warrants,OCSAW
OCSL - Oaktree Specialty Lending Corporation Common Stock,OCSL
OCTO - Eightco Holdings Inc. Common Stock,OCTO
OCUL - Ocular Therapeutix Inc. Common Stock,OCUL
OCUP - Ocuphire Pharma Inc. Common Stock,OCUP
OCX - Oncocyte Corporation Common Stock,OCX
ODC - Oil-Dri Corporation Of America Common Stock,ODC
ODFL - Old Dominion Freight Line Inc. Common Stock,ODFL
ODP - The ODP Corporation Common Stock,ODP
ODV - Osisko Development Corp. Common Shares,ODV
OEC - Orion S.A. Common Shares,OEC
OESX - Orion Energy Systems Inc. Common Stock,OESX
OFC - Corporate Office Properties Trust Common Stock,OFC
OFED - Oconee Federal Financial Corp. Common Stock,OFED
OFG - OFG Bancorp Common Stock,OFG
OFIX - Orthofix Medical Inc. Common Stock (DE),OFIX
OFLX - Omega Flex Inc. Common Stock,OFLX
OFS - OFS Capital Corporation Common Stock,OFS
OFSSH - OFS Capital Corporation 4.95% Notes due 2028,OFSSH
OGE - OGE Energy Corp Common Stock,OGE
OGEN - Oragenics Inc. Common Stock,OGEN
OGI - Organigram Holdings Inc. Common Shares,OGI
OGN - Organon & Co. Common Stock ,OGN
OGS - ONE Gas Inc. Common Stock,OGS
OHAA - OPY Acquisition Corp. I Class A Common Stock,OHAA
OHI - Omega Healthcare Investors Inc. Common Stock,OHI
OI - O-I Glass Inc. Common Stock,OI
OIA - Invesco Municipal Income Opportunities Trust Common Stock,OIA
OIG - Orbital Infrastructure Group Inc. Common Stock,OIG
OII - Oceaneering International Inc. Common Stock,OII
OIS - Oil States International Inc. Common Stock,OIS
OKE - ONEOK Inc. Common Stock,OKE
OKTA - Okta Inc. Class A Common Stock,OKTA
OKYO - OKYO Pharma Limited Ordinary Shares,OKYO
OLB - The OLB Group Inc. Common Stock,OLB
OLED - Universal Display Corporation Common Stock,OLED
OLIT - OmniLit Acquisition Corp. Class A Common Stock,OLIT
OLITU - OmniLit Acquisition Corp. Units,OLITU
OLK - Olink Holding AB (publ) American Depositary Shares,OLK
OLLI - Ollie's Bargain Outlet Holdings Inc. Common Stock,OLLI
OLMA - Olema Pharmaceuticals Inc. Common Stock,OLMA
OLN - Olin Corporation Common Stock,OLN
OLO - Olo Inc. Class A Common Stock,OLO
OLP - One Liberty Properties Inc. Common Stock,OLP
OLPX - Olaplex Holdings Inc. Common Stock,OLPX
OM - Outset Medical Inc. Common Stock,OM
OMAB - Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,OMAB
OMC - Omnicom Group Inc. Common Stock,OMC
OMCL - Omnicell Inc. Common Stock ($0.001 par value),OMCL
OMER - Omeros Corporation Common Stock,OMER
OMEX - Odyssey Marine Exploration Inc. Common Stock,OMEX
OMF - OneMain Holdings Inc. Common Stock,OMF
OMGA - Omega Therapeutics Inc. Common Stock,OMGA
OMH - Ohmyhome Limited Ordinary Shares,OMH
OMI - Owens & Minor Inc. Common Stock,OMI
OMIC - Singular Genomics Systems Inc. Common Stock,OMIC
OMQS - OMNIQ Corp. Common Stock,OMQS
ON - ON Semiconductor Corporation Common Stock,ON
ONB - Old National Bancorp Common Stock,ONB
ONBPO - Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series C Preferred Stock,ONBPO
ONBPP - Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series A Preferred Stock,ONBPP
ONCS - OncoSec Medical Incorporated Common Stock,ONCS
ONCT - Oncternal Therapeutics Inc. Common Stock,ONCT
ONCY - Oncolytics Biotech Inc. Common Shares,ONCY
